0	549069+393	0	40	1	36821at4891|Utg33250|+|257|1.087e-70|1|549069|549461|549069[549069]:549461[549461]:393[393]
0	343206+1023	0	91	1	21150at4891_5|Utg33250|+|147|1.412e-37|1|343206|344228|343206[343206]:344228[344228]:1023[1023]
0	489703-1797	0	97	-1	3292at4891_7|Utg33250|-|466|1.322e-133|1|487907|489703|489703[489703]:487907[487907]:1797[1797]
0	472225-714	0	119	-1	34188at4891_2|Utg33250|-|275|4.148e-76|1|471512|472225|472225[472225]:471512[471512]:714[714]
0	198959+993	0	262	1	28785at4891_2|Utg33250|+|322|2.948e-90|1|198959|199951|198959[198959]:199951[199951]:993[993]
0	385768+4476	0	312	1	569at4891_2|Utg33250|+|1705|0|1|385768|390243|385768[385768]:390243[390243]:4476[4476]
0	205792-975	0	457	-1	12560at4891_7|Utg33250|-|258|5.437e-71|1|204818|205792|205792[205792]:204818[204818]:975[975]
0	368010-930	0	582	-1	35193at4891_2|Utg33250|-|380|1.023e-107|1|367081|368010|368010[368010]:367081[367081]:930[930]
0	78175-3507	0	1117	-1	1006at4891_3|Utg33250|-|1458|0|1|74669|78175|78175[78175]:74669[74669]:3507[3507]
0	147217+498	0	1204	1	33718at4891_2|Utg33250|+|197|1.254e-52|1|147217|147714|147217[147217]:147714[147714]:498[498]
0	321626+1320	0	1616	1	18822at4891_2|Utg33250|+|479|1.613e-137|1|321626|322945|321626[321626]:322945[322945]:1320[1320]
0	351529-846	0	1626	-1	27888at4891_2|Utg33250|-|208|6.122e-56|1|350684|351529|351529[351529]:350684[350684]:846[846]
0	66390-1401	0	1730	-1	7600at4891_0|Utg33250|-|426|1.453e-121|1|64990|66390|66390[66390]:64990[64990]:1401[1401]
0	420303+3036	0	1879	1	4263at4891_2|Utg33250|+|1184|0|1|420303|423338|420303[420303]:423338[423338]:3036[3036]
0	194924-735	0	1899	-1	30149at4891_2|Utg33250|-|272|3.319e-75|1|194190|194924|194924[194924]:194190[194190]:735[735]
0	297010+1236	0	1923	1	12541at4891_1|Utg33250|+|341|5.622e-96|1|297010|298245|297010[297010]:298245[298245]:1236[1236]
0	501711+954	0	1994	1	22615at4891_6|Utg33250|+|429|1.817e-122|1|501711|502664|501711[501711]:502664[502664]:954[954]
0	375846-3267	0	2066	-1	1627at4891_2|Utg33250|-|1880|0|1|372580|375846|375846[375846]:372580[372580]:3267[3267]
0	570387+1176	0	2297	1	29300at4891_0|Utg33250|+|98|7.947e-23|1|570387|571562|570387[570387]:571562[571562]:1176[1176]
0	354522-741	0	2334	-1	17309at4891_9|Utg33250|-|116|3.031e-28|1|353782|354522|354522[354522]:353782[353782]:741[741]
0	492668-2064	0	2538	-1	23265at4891_7|Utg33250|-|740|4.354e-216|1|490605|492668|492668[492668]:490605[490605]:2064[2064]
0	83394-2538	0	2870	-1	5746at4891_1|Utg33250|-|980|2.465e-288|1|80857|83394|83394[83394]:80857[80857]:2538[2538]
0	319718-891	0	2876	-1	24785at4891_3|Utg33250|-|548|2.733e-158|1|318828|319718|319718[319718]:318828[318828]:891[891]
0	102640+1425	0	3030	1	11626at4891_7|Utg33250|+|331|5.757e-93|1|102640|104064|102640[102640]:104064[104064]:1425[1425]
0	458554-999	0	3056	-1	10800at4891_0|Utg33250|-|62|5.461e-12|1|457556|458554|458554[458554]:457556[457556]:999[999]
0	459245+960	0	3085	1	39178at4891_2|Utg33250|+|457|6.767e-131|1|459245|460204|459245[459245]:460204[460204]:960[960]
0	446616-2724	0	3227	-1	3385at4891_6|Utg33250|-|1019|4.483e-300|1|443893|446616|446616[446616]:443893[443893]:2724[2724]
0	309448-3075	0	3373	-1	3853at4891_2|Utg33250|-|1507|0|1|306374|309448|309448[309448]:306374[306374]:3075[3075]
0	357811-1074	0	3481	-1	23089at4891_2|Utg33250|-|576|1.018e-166|1|356738|357811|357811[357811]:356738[356738]:1074[1074]
0	524205+2127	0	3530	1	5314at4891_2|Utg33250|+|1227|0|1|524205|526331|524205[524205]:526331[526331]:2127[2127]
0	361908+1215	0	3645	1	10849at4891_2|Utg33250|+|700|4.788e-204|1|361908|363122|361908[361908]:363122[363122]:1215[1215]
0	120680+1032	0	3695	1	7925at4891|Utg33250|+|50|2.237e-08|1|120680|121711|120680[120680]:121711[121711]:1032[1032]
0	583712-954	0	3903	-1	18899at4891_1|Utg33250|-|584|3.978e-169|1|582759|583712|583712[583712]:582759[582759]:954[954]
0	519598-1413	0	4171	-1	8044at4891_2|Utg33250|-|846|5.367e-248|1|518186|519598|519598[519598]:518186[518186]:1413[1413]
0	292906-1212	0	4313	-1	4939at4891_1|Utg33250|-|78|8.333e-17|1|291695|292906|292906[292906]:291695[291695]:1212[1212]
0	236417+1647	0	4411	1	4474at4891|Utg33250|+|1035|6.84e-305|1|236417|238063|236417[236417]:238063[238063]:1647[1647]
0	12795+1182	0	4424	1	34341at4891|Utg33250|+|344|7.028e-97|1|12795|13976|12795[12795]:13976[13976]:1182[1182]
0	29736+735	0	4452	1	22807at4891|Utg33250|+|464|5.287e-133|1|29736|30470|29736[29736]:30470[30470]:735[735]
0	93083-3684	0	4612	-1	1180at4891_2|Utg33250|-|1684|0|1|89400|93083|93083[93083]:89400[89400]:3684[3684]
0	433667-1809	0	4652	-1	8353at4891_2|Utg33250|-|717|3.653e-209|1|431859|433667|433667[433667]:431859[431859]:1809[1809]
