#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Utg33264:74870-76444     -            525 83779at2759          -            254   6.9e-59  195.1   0.0   1   3   2.1e-10   4.1e-08   28.7   0.0    17    53   125   162   115   175 0.88 -
Utg33264:74870-76444     -            525 83779at2759          -            254   6.9e-59  195.1   0.0   2   3   2.1e-11   4.2e-09   32.0   0.0    68   107   252   298   221   324 0.71 -
Utg33264:74870-76444     -            525 83779at2759          -            254   6.9e-59  195.1   0.0   3   3   2.2e-41   4.4e-39  130.2   0.0   107   253   328   507   315   508 0.81 -
Utg33252:345601-347283   -            561 83779at2759          -            254     6e-15   51.1   0.0   1   3     0.031       6.1    2.0   0.0    23    51   115   144   110   151 0.81 -
Utg33252:345601-347283   -            561 83779at2759          -            254     6e-15   51.1   0.0   2   3   3.9e-06   0.00079   14.7   0.0    59    95   215   254   190   259 0.82 -
Utg33252:345601-347283   -            561 83779at2759          -            254     6e-15   51.1   0.0   3   3   6.1e-11   1.2e-08   30.5   0.0   146   221   356   432   336   459 0.78 -
Utg33266:209767-211452   -            562 83779at2759          -            254   4.1e-14   48.4   0.0   1   3     0.097        19    0.3   0.0    23    51   115   144   110   150 0.81 -
Utg33266:209767-211452   -            562 83779at2759          -            254   4.1e-14   48.4   0.0   2   3   6.3e-06    0.0013   14.0   0.0    58    94   214   253   187   271 0.81 -
Utg33266:209767-211452   -            562 83779at2759          -            254   4.1e-14   48.4   0.0   3   3   9.6e-11   1.9e-08   29.8   0.0   146   221   357   433   337   460 0.78 -
Utg33252:1005834-1006637 -            268 83779at2759          -            254    0.0031   12.8   0.0   1   1   2.3e-05    0.0046   12.2   0.0    59    89    40    70    22    87 0.82 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_downloads/lineages/eukaryota_odb10/hmms/83779at2759.hmm
# Target file:     /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/SRRoutput.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/auto_lineage/run_eukaryota_odb10/hmmer_output/initial_run_results/83779at2759.out --cpu 1 /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_downloads/lineages/eukaryota_odb10/hmms/83779at2759.hmm /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/SRRoutput.fasta.modified.fas 
# Current dir:     /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco
# Date:            Fri Feb 24 11:49:15 2023
# [ok]
