#                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Utg33278:505145-506725 -            527 1479417at2759        -            177   8.3e-85  278.3   2.4   1   3   2.3e-49   7.8e-48  157.9   0.0     1   168     3   177     3   184 0.91 -
Utg33278:505145-506725 -            527 1479417at2759        -            177   8.3e-85  278.3   2.4   2   3   1.7e-17   5.6e-16   54.1   0.6    83   165   184   267   177   275 0.83 -
Utg33278:505145-506725 -            527 1479417at2759        -            177   8.3e-85  278.3   2.4   3   3   4.7e-21   1.6e-19   65.7   0.3    65   167   269   372   260   380 0.87 -
Utg33260:884939-885577 -            213 1479417at2759        -            177   3.4e-63  207.9   4.6   1   2   9.8e-35   3.3e-33  110.2   0.2     2    87     9    95     8   104 0.92 -
Utg33260:884939-885577 -            213 1479417at2759        -            177   3.4e-63  207.9   4.6   2   2     1e-31   3.4e-30  100.4   0.8    75   176    99   204    92   205 0.88 -
Utg33282:69251-70564   -            438 1479417at2759        -            177     7e-40  132.0  14.0   1   3   6.5e-29   2.2e-27   91.3   0.3     4   164    70   235    68   255 0.91 -
Utg33282:69251-70564   -            438 1479417at2759        -            177     7e-40  132.0  14.0   2   3   2.2e-09   7.4e-08   27.6   0.4    83   165   279   361   239   368 0.68 -
Utg33282:69251-70564   -            438 1479417at2759        -            177     7e-40  132.0  14.0   3   3     6e-12     2e-10   36.0   2.1     2   148   280   436   279   438 0.78 -
Utg33266:136405-139065 -            887 1479417at2759        -            177   3.3e-38  126.5   5.0   1   5   6.5e-08   2.2e-06   22.9   0.0   109   159    41    93    20   102 0.85 -
Utg33266:136405-139065 -            887 1479417at2759        -            177   3.3e-38  126.5   5.0   2   5   5.9e-08     2e-06   23.0   0.0    80   153   341   416   334   428 0.80 -
Utg33266:136405-139065 -            887 1479417at2759        -            177   3.3e-38  126.5   5.0   3   5       3.5   1.2e+02   -2.3   0.0    14    65   544   589   531   602 0.54 -
Utg33266:136405-139065 -            887 1479417at2759        -            177   3.3e-38  126.5   5.0   4   5   5.9e-13     2e-11   39.3   0.2    83   166   662   752   656   761 0.78 -
Utg33266:136405-139065 -            887 1479417at2759        -            177   3.3e-38  126.5   5.0   5   5   6.5e-13   2.2e-11   39.2   0.1     4    81   765   841   762   864 0.88 -
Utg33272:604015-604521 -            169 1479417at2759        -            177     8e-37  122.0   0.8   1   1   2.8e-38   9.4e-37  121.8   0.8     2   162     2   169     1   169 0.93 -
Utg33252:280072-280599 -            176 1479417at2759        -            177   3.2e-30  100.5   0.0   1   2   8.2e-16   2.7e-14   48.6   0.0    84   163     1    82     1    94 0.90 -
