#                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Utg33258:128570-132790 -           1407 142542at2759         -            706  5.3e-151  499.8  21.8   1   7   7.8e-05     0.013    9.3   0.1     1    40    26    66    26    96 0.75 -
Utg33258:128570-132790 -           1407 142542at2759         -            706  5.3e-151  499.8  21.8   2   7   1.4e-09   2.2e-07   25.0   0.0    56   112   176   248   172   263 0.76 -
Utg33258:128570-132790 -           1407 142542at2759         -            706  5.3e-151  499.8  21.8   3   7   7.7e-07   0.00012   15.9   0.0   114   149   355   390   340   395 0.82 -
Utg33258:128570-132790 -           1407 142542at2759         -            706  5.3e-151  499.8  21.8   4   7   5.1e-40   8.2e-38  125.6   0.4   152   287   434   577   430   580 0.90 -
Utg33258:128570-132790 -           1407 142542at2759         -            706  5.3e-151  499.8  21.8   5   7   1.1e-21   1.8e-19   65.0   0.1   289   372   603   702   598   704 0.88 -
Utg33258:128570-132790 -           1407 142542at2759         -            706  5.3e-151  499.8  21.8   6   7   6.2e-17     1e-14   49.3   0.2   370   422   734   789   730   803 0.81 -
Utg33258:128570-132790 -           1407 142542at2759         -            706  5.3e-151  499.8  21.8   7   7   4.5e-68   7.3e-66  218.3   1.5   418   648   828  1082   820  1091 0.87 -
Utg33262:207457-210009 -            851 142542at2759         -            706   6.9e-15   49.8   0.4   1   2   1.7e-16   2.8e-14   47.8   0.2    75   264   154   364    74   392 0.82 -
Utg33262:207457-210009 -            851 142542at2759         -            706   6.9e-15   49.8   0.4   2   2      0.11        18   -1.1   0.0   296   371   421   496   403   506 0.75 -
Utg33284:162938-164914 -            659 142542at2759         -            706   1.1e-13   45.9   0.5   1   2     2e-15   3.1e-13   44.3   0.2    84   259   139   335   124   348 0.79 -
Utg33284:162938-164914 -            659 142542at2759         -            706   1.1e-13   45.9   0.5   2   2      0.14        22   -1.4   0.0   294   358   395   459   377   461 0.78 -
Utg33276:90015-91988   -            658 142542at2759         -            706     1e-12   42.6   0.6   1   2   6.5e-15     1e-12   42.6   0.6    67   261    30   252    11   257 0.77 -
Utg33276:90015-91988   -            658 142542at2759         -            706     1e-12   42.6   0.6   2   2      0.69   1.1e+02   -3.7   0.0   294   357   322   384   317   386 0.54 -
Utg33272:543975-544982 -            336 142542at2759         -            706   2.5e-11   38.1   0.1   1   2      0.29        47   -2.5   0.0     3    28    26    52    24    56 0.81 -
Utg33272:543975-544982 -            336 142542at2759         -            706   2.5e-11   38.1   0.1   2   2     3e-13   4.9e-11   37.1   0.0    80   259   139   329    71   334 0.71 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_downloads/lineages/eukaryota_odb10/hmms/142542at2759.hmm
# Target file:     /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/SRRoutput.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/auto_lineage/run_eukaryota_odb10/hmmer_output/initial_run_results/142542at2759.out --cpu 1 /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_downloads/lineages/eukaryota_odb10/hmms/142542at2759.hmm /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/SRRoutput.fasta.modified.fas 
# Current dir:     /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco
# Date:            Fri Feb 24 11:49:09 2023
# [ok]
