#                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Utg33252:953378-961393 -           2672 160593at2759         -           1419         0 1341.2  30.8   1   6   5.6e-07   0.00011   15.7   0.5     2   112   284   396   283   417 0.68 -
Utg33252:953378-961393 -           2672 160593at2759         -           1419         0 1341.2  30.8   2   6      0.72   1.4e+02   -4.6   0.3   138   248   513   620   477   644 0.62 -
Utg33252:953378-961393 -           2672 160593at2759         -           1419         0 1341.2  30.8   3   6   1.6e-05    0.0032   10.9   0.7   158   206   775   821   748   871 0.78 -
Utg33252:953378-961393 -           2672 160593at2759         -           1419         0 1341.2  30.8   4   6         0         0 1134.8   5.7   320  1210  1181  2123  1169  2138 0.89 -
Utg33252:953378-961393 -           2672 160593at2759         -           1419         0 1341.2  30.8   5   6   7.3e-61   1.5e-58  194.2   0.3  1185  1398  2140  2379  2131  2395 0.83 -
Utg33252:953378-961393 -           2672 160593at2759         -           1419         0 1341.2  30.8   6   6     0.012       2.4    1.3   0.0   697   772  2525  2600  2510  2614 0.90 -
Utg33272:607373-608560 -            396 160593at2759         -           1419   4.4e-47  156.2   3.2   1   1   2.6e-49   5.2e-47  156.0   3.2   497   770     2   277     1   286 0.92 -
Utg33254:605713-606966 -            418 160593at2759         -           1419   2.9e-45  150.2   2.1   1   1   1.8e-47   3.7e-45  149.8   2.1   493   769    20   298    14   308 0.90 -
Utg33286:260147-260401 -             85 160593at2759         -           1419   8.5e-07   22.7   0.0   1   1   4.2e-09   8.5e-07   22.7   0.0   570   650     3    83     1    85 0.89 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_downloads/lineages/eukaryota_odb10/hmms/160593at2759.hmm
# Target file:     /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/SRRoutput.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/auto_lineage/run_eukaryota_odb10/hmmer_output/initial_run_results/160593at2759.out --cpu 1 /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_downloads/lineages/eukaryota_odb10/hmms/160593at2759.hmm /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/SRRoutput.fasta.modified.fas 
# Current dir:     /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco
# Date:            Fri Feb 24 11:49:10 2023
# [ok]
