#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Utg33280:1237883-1239805 -            641 19161at4891          -            450  2.3e-125  416.0  40.9   1   6   5.9e-11   3.2e-08   29.9   0.0     4    49     2    47     1    52 0.90 -
Utg33280:1237883-1239805 -            641 19161at4891          -            450  2.3e-125  416.0  40.9   2   6     9e-11   4.8e-08   29.3   0.4    35    82    52   103    48   115 0.84 -
Utg33280:1237883-1239805 -            641 19161at4891          -            450  2.3e-125  416.0  40.9   3   6   7.7e-42   4.1e-39  131.7   1.9    73   237   115   319   104   322 0.76 -
Utg33280:1237883-1239805 -            641 19161at4891          -            450  2.3e-125  416.0  40.9   4   6   8.8e-11   4.7e-08   29.3   0.4   225   289   334   396   321   402 0.80 -
Utg33280:1237883-1239805 -            641 19161at4891          -            450  2.3e-125  416.0  40.9   5   6   1.1e-66   5.8e-64  213.6  11.6   280   443   425   609   400   616 0.81 -
Utg33280:1237883-1239805 -            641 19161at4891          -            450  2.3e-125  416.0  40.9   6   6     0.016       8.4    2.1   5.2   405   449   599   641   596   641 0.68 -
Utg33286:9307-12327      -           1007 19161at4891          -            450   4.4e-05   19.5   0.9   1   3   5.8e-05     0.031   10.1   0.1    42    90    43    91    29   118 0.77 -
Utg33286:9307-12327      -           1007 19161at4891          -            450   4.4e-05   19.5   0.9   2   3    0.0032       1.7    4.4   0.1    40    73   122   155   101   156 0.84 -
Utg33286:9307-12327      -           1007 19161at4891          -            450   4.4e-05   19.5   0.9   3   3     0.023        12    1.5   0.0    38    81   510   553   474   571 0.81 -
Utg33258:110720-113473   -            918 19161at4891          -            450   9.4e-05   18.4   5.4   1   5      0.55   2.9e+02   -3.0   0.5   424   425   226   227   198   247 0.52 -
Utg33258:110720-113473   -            918 19161at4891          -            450   9.4e-05   18.4   5.4   2   5    0.0027       1.5    4.6   0.0    38    78   259   299   254   331 0.82 -
Utg33258:110720-113473   -            918 19161at4891          -            450   9.4e-05   18.4   5.4   3   5   0.00054      0.29    6.9   0.0    70   194   398   520   387   524 0.85 -
Utg33258:110720-113473   -            918 19161at4891          -            450   9.4e-05   18.4   5.4   4   5     0.003       1.6    4.5   0.0    41   103   517   581   508   610 0.80 -
Utg33258:110720-113473   -            918 19161at4891          -            450   9.4e-05   18.4   5.4   5   5     0.036        19    0.9   0.8   401   426   865   890   797   915 0.71 -
Utg33276:378139-379431   -            431 19161at4891          -            450     0.025   10.4   0.0   1   3       4.7   2.5e+03   -6.1   5.6   407   428    26    47     4    59 0.43 -
Utg33276:378139-379431   -            431 19161at4891          -            450     0.025   10.4   0.0   2   3     0.089        48   -0.4   0.0    38    72   150   188   136   226 0.75 -
Utg33276:378139-379431   -            431 19161at4891          -            450     0.025   10.4   0.0   3   3   4.7e-05     0.025   10.4   0.0    38    90   310   362   296   393 0.85 -
Utg33260:777163-779139   -            659 19161at4891          -            450       5.5    2.7  10.2   1   1     0.017       9.2    2.0  10.2   392   448   600   655   597   657 0.77 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/19161at4891.hmm
# Target file:     /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRRoutput.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/run_saccharomycetes_odb10/hmmer_output/initial_run_results/19161at4891.out --cpu 1 /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/19161at4891.hmm /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRRoutput.fasta.modified.fas 
# Current dir:     /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco
# Date:            Fri Feb 24 12:02:22 2023
# [ok]
