#                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Utg33276:255162-258611 -           1150 1529at4891           -            822         0 1457.7  24.1   1   2  1.2e-170  2.8e-168  559.1   7.0     1   323   170   538   170   545 0.94 -
Utg33276:255162-258611 -           1150 1529at4891           -            822         0 1457.7  24.1   2   2  1.7e-273  3.9e-271  899.3   9.2   321   822   563  1147   544  1147 0.91 -
Utg33270:100763-104743 -           1327 1529at4891           -            822  2.6e-121  403.7  10.8   1   3   3.4e-29   7.5e-27   91.2   1.6     1   220   183   443   183   456 0.74 -
Utg33270:100763-104743 -           1327 1529at4891           -            822  2.6e-121  403.7  10.8   2   3   5.7e-19   1.3e-16   57.4   0.1   226   312   476   569   471   587 0.84 -
Utg33270:100763-104743 -           1327 1529at4891           -            822  2.6e-121  403.7  10.8   3   3   2.2e-79     5e-77  257.2   0.3   324   746   608  1093   602  1113 0.82 -
Utg33264:556929-561896 -           1656 1529at4891           -            822  2.6e-115  383.9  16.5   1   4   7.7e-18   1.7e-15   53.7   0.0     1   120   138   258   138   262 0.89 -
Utg33264:556929-561896 -           1656 1529at4891           -            822  2.6e-115  383.9  16.5   2   4   5.9e-26   1.3e-23   80.5   2.2    84   310   288   588   284   597 0.72 -
Utg33264:556929-561896 -           1656 1529at4891           -            822  2.6e-115  383.9  16.5   3   4   3.4e-13   7.5e-11   38.3   0.0   328   471   732   899   725   916 0.74 -
Utg33264:556929-561896 -           1656 1529at4891           -            822  2.6e-115  383.9  16.5   4   4   1.8e-65     4e-63  211.2   2.8   455   759  1074  1397  1003  1425 0.81 -
Utg33278:507894-511685 -           1264 1529at4891           -            822  5.8e-106  352.9  21.3   1   6   1.9e-12   4.3e-10   35.8   0.3     1    89    31   120    31   144 0.87 -
Utg33278:507894-511685 -           1264 1529at4891           -            822  5.8e-106  352.9  21.3   2   6     4e-11     9e-09   31.4   0.1    93   147   239   296   234   309 0.83 -
Utg33278:507894-511685 -           1264 1529at4891           -            822  5.8e-106  352.9  21.3   3   6    0.0017      0.38    6.2   0.1   159   222   338   405   322   413 0.78 -
Utg33278:507894-511685 -           1264 1529at4891           -            822  5.8e-106  352.9  21.3   4   6   1.8e-14     4e-12   42.5   0.0   232   314   444   533   432   544 0.81 -
Utg33278:507894-511685 -           1264 1529at4891           -            822  5.8e-106  352.9  21.3   5   6   7.1e-30   1.6e-27   93.5   0.0   326   522   609   856   600   888 0.74 -
Utg33278:507894-511685 -           1264 1529at4891           -            822  5.8e-106  352.9  21.3   6   6   7.5e-47   1.7e-44  149.6   5.1   535   779   906  1159   895  1196 0.83 -
Utg33280:608692-612498 -           1269 1529at4891           -            822  1.5e-100  335.0  24.0   1   6   2.2e-11   4.8e-09   32.3   0.5     1    96    30   126    30   147 0.84 -
Utg33280:608692-612498 -           1269 1529at4891           -            822  1.5e-100  335.0  24.0   2   6   1.5e-11   3.5e-09   32.8   0.0    93   147   245   302   234   315 0.83 -
Utg33280:608692-612498 -           1269 1529at4891           -            822  1.5e-100  335.0  24.0   3   6    0.0017      0.39    6.2   0.2   159   220   344   409   331   420 0.70 -
Utg33280:608692-612498 -           1269 1529at4891           -            822  1.5e-100  335.0  24.0   4   6   6.6e-15   1.5e-12   44.0   0.0   233   313   451   538   441   549 0.81 -
Utg33280:608692-612498 -           1269 1529at4891           -            822  1.5e-100  335.0  24.0   5   6   3.7e-28   8.2e-26   87.8   0.0   326   519   615   857   607   889 0.75 -
Utg33280:608692-612498 -           1269 1529at4891           -            822  1.5e-100  335.0  24.0   6   6   1.6e-44   3.5e-42  141.9   3.9   534   747   909  1129   899  1191 0.89 -
Utg33252:902451-905300 -            950 1529at4891           -            822   1.1e-23   80.8   2.1   1   2   1.2e-21   2.6e-19   66.3   0.4    91   505   165   614   157   623 0.69 -
Utg33252:902451-905300 -            950 1529at4891           -            822   1.1e-23   80.8   2.1   2   2   1.6e-05    0.0036   12.9   0.1   540   628   629   714   613   726 0.75 -
Utg33280:512869-515502 -            878 1529at4891           -            822   5.4e-23   78.5   0.5   1   2   3.3e-08   7.4e-06   21.8   0.2   230   305   297   370   222   395 0.76 -
Utg33280:512869-515502 -            878 1529at4891           -            822   5.4e-23   78.5   0.5   2   2   1.2e-17   2.6e-15   53.1   0.0   378   632   512   779   501   819 0.63 -
Utg33260:833354-837697 -           1448 1529at4891           -            822   7.8e-23   78.0   0.3   1   3     0.021       4.7    2.6   0.0   216   303   691   775   602   782 0.83 -
Utg33260:833354-837697 -           1448 1529at4891           -            822   7.8e-23   78.0   0.3   2   3   2.4e-16   5.4e-14   48.7   0.0   381   516   907  1053   902  1068 0.85 -
Utg33260:833354-837697 -           1448 1529at4891           -            822   7.8e-23   78.0   0.3   3   3   1.8e-08     4e-06   22.7   0.1   523   675  1091  1246  1082  1272 0.74 -
Utg33252:603497-606922 -           1142 1529at4891           -            822   1.7e-16   57.0   4.9   1   3    0.0094       2.1    3.8   0.0    83   117   167   202   121   333 0.81 -
Utg33252:603497-606922 -           1142 1529at4891           -            822   1.7e-16   57.0   4.9   2   3   0.00037     0.083    8.4   0.0   234   302   359   428   353   448 0.75 -
Utg33252:603497-606922 -           1142 1529at4891           -            822   1.7e-16   57.0   4.9   3   3   8.4e-14   1.9e-11   40.3   0.9   380   677   577   894   560   921 0.69 -
Utg33250:137810-139666 -            619 1529at4891           -            822   2.2e-15   53.3   0.1   1   3   8.5e-08   1.9e-05   20.4   0.4   173   301   170   310   150   319 0.67 -
Utg33250:137810-139666 -            619 1529at4891           -            822   2.2e-15   53.3   0.1   2   3   4.4e-09   9.9e-07   24.7   0.0   370   504   353   486   340   505 0.81 -
Utg33250:137810-139666 -            619 1529at4891           -            822   2.2e-15   53.3   0.1   3   3    0.0075       1.7    4.1   0.0   571   623   531   581   526   587 0.78 -
Utg33252:610715-612325 -            537 1529at4891           -            822   6.2e-14   48.5   0.1   1   3   4.7e-08   1.1e-05   21.3   0.4    97   301    36   242    21   251 0.65 -
Utg33252:610715-612325 -            537 1529at4891           -            822   6.2e-14   48.5   0.1   2   3   2.6e-07   5.7e-05   18.9   0.0   371   504   286   418   272   437 0.81 -
Utg33252:610715-612325 -            537 1529at4891           -            822   6.2e-14   48.5   0.1   3   3    0.0065       1.4    4.3   0.0   571   623   463   513   458   518 0.78 -
Utg33278:91396-95022   -           1209 1529at4891           -            822   1.5e-13   47.2   0.0   1   2   6.8e-12   1.5e-09   34.0   0.0   176   506   359   704   257   737 0.70 -
Utg33278:91396-95022   -           1209 1529at4891           -            822   1.5e-13   47.2   0.0   2   2   7.3e-05     0.016   10.7   0.0   565   612   784   830   766   841 0.89 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
