#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Utg33262:270864-273896   -           1011 1341at4891           -            616  1.3e-227  754.3  13.7   1   4     7e-28   1.8e-26   89.8   0.2     1   104    11   147    11   153 0.87 -
Utg33262:270864-273896   -           1011 1341at4891           -            616  1.3e-227  754.3  13.7   2   4   4.9e-20   1.3e-18   63.9   0.1   105   227   177   336   169   355 0.78 -
Utg33262:270864-273896   -           1011 1341at4891           -            616  1.3e-227  754.3  13.7   3   4   2.3e-86     6e-85  283.0   0.2   236   417   538   762   533   768 0.83 -
Utg33262:270864-273896   -           1011 1341at4891           -            616  1.3e-227  754.3  13.7   4   4   2.6e-98   6.7e-97  322.5   1.3   389   615   770  1011   763  1011 0.90 -
Utg33254:818515-820605   -            697 1341at4891           -            616   3.1e-25   85.7   0.0   1   1   2.6e-26   6.6e-25   84.7   0.0   292   491   477   692   469   695 0.76 -
Utg33260:266829-267653   -            275 1341at4891           -            616   4.2e-24   82.0   0.0   1   1   2.1e-25   5.3e-24   81.7   0.0   260   490    13   272     5   275 0.73 -
Utg33250:353782-354522   -            247 1341at4891           -            616   4.5e-24   81.9   0.0   1   1   2.1e-25   5.4e-24   81.6   0.0   319   491    59   244     5   247 0.79 -
Utg33280:1435042-1436070 -            343 1341at4891           -            616   9.2e-24   80.9   0.0   1   1     5e-25   1.3e-23   80.4   0.0   307   492   102   304    92   309 0.78 -
Utg33280:995481-1000442  -           1654 1341at4891           -            616   1.4e-23   80.3   1.3   1   3   0.00019    0.0049   12.4   0.0   347   488   369   519   337   541 0.68 -
Utg33280:995481-1000442  -           1654 1341at4891           -            616   1.4e-23   80.3   1.3   2   3     0.017      0.43    6.0   0.0   262   318   598   656   585   662 0.81 -
Utg33280:995481-1000442  -           1654 1341at4891           -            616   1.4e-23   80.3   1.3   3   3   1.7e-18   4.3e-17   58.9   0.1   298   488   752   973   745   986 0.70 -
Utg33262:177883-178926   -            348 1341at4891           -            616   1.8e-23   79.9   0.3   1   2   2.5e-21   6.5e-20   68.2   0.2   264   451    19   233     8   240 0.77 -
Utg33262:177883-178926   -            348 1341at4891           -            616   1.8e-23   79.9   0.3   2   2    0.0011     0.028    9.9   0.0   463   491   280   308   272   333 0.89 -
Utg33250:358647-361106   -            820 1341at4891           -            616   7.1e-23   78.0   0.0   1   1   5.7e-24   1.5e-22   76.9   0.0   254   491   194   466   181   470 0.73 -
Utg33284:256442-257605   -            388 1341at4891           -            616   1.3e-22   77.0   0.1   1   1   7.4e-24   1.9e-22   76.5   0.1   308   493    95   294    83   330 0.78 -
Utg33282:97026-97859     -            278 1341at4891           -            616     2e-22   76.5   0.0   1   1   1.1e-23   2.7e-22   76.0   0.0   262   490    20   277     9   278 0.69 -
Utg33266:53525-54499     -            325 1341at4891           -            616   2.9e-22   75.9   1.8   1   2   2.5e-21   6.3e-20   68.2   0.4   263   431    10   207     7   225 0.78 -
Utg33266:53525-54499     -            325 1341at4891           -            616   2.9e-22   75.9   1.8   2   2    0.0081      0.21    7.0   0.0   460   496   273   309   266   312 0.87 -
Utg33260:101410-102198   -            263 1341at4891           -            616   2.9e-22   75.9   0.0   1   1   1.4e-23   3.6e-22   75.6   0.0   262   488     6   263     4   263 0.74 -
Utg33262:329245-329991   -            249 1341at4891           -            616   3.8e-22   75.6   0.0   1   1   1.6e-23   4.2e-22   75.4   0.0   263   488     2   247     1   249 0.77 -
Utg33258:267368-268366   -            333 1341at4891           -            616   4.6e-22   75.3   0.0   1   1   2.6e-23   6.6e-22   74.7   0.0   308   493    72   274    56   281 0.79 -
Utg33284:156857-157942   -            362 1341at4891           -            616   2.8e-21   72.7   1.6   1   2   1.7e-18   4.3e-17   58.9   0.2   264   451    17   231     7   255 0.74 -
Utg33284:156857-157942   -            362 1341at4891           -            616   2.8e-21   72.7   1.6   2   2   0.00011    0.0029   13.2   0.1   463   519   278   335   274   350 0.82 -
Utg33252:510734-511840   -            369 1341at4891           -            616   6.9e-21   71.4   0.6   1   2   2.7e-19     7e-18   61.5   0.1   263   436    23   226    16   253 0.74 -
Utg33252:510734-511840   -            369 1341at4891           -            616   6.9e-21   71.4   0.6   2   2    0.0033     0.085    8.3   0.0   465   491   292   318   282   324 0.90 -
Utg33254:312541-313470   -            310 1341at4891           -            616   7.3e-21   71.3   0.3   1   1   3.7e-22   9.5e-21   70.9   0.3   309   491    87   282    76   288 0.76 -
Utg33272:57445-58416     -            324 1341at4891           -            616   8.5e-21   71.1   0.0   1   2   5.8e-21   1.5e-19   67.0   0.0   264   431     5   194     2   208 0.74 -
Utg33272:57445-58416     -            324 1341at4891           -            616   8.5e-21   71.1   0.0   2   2      0.28       7.3    1.9   0.0   465   497   265   297   256   303 0.86 -
Utg33272:69866-72388     -            841 1341at4891           -            616   1.6e-20   70.2   0.1   1   1     1e-21   2.6e-20   69.5   0.1   282   492   590   826   586   839 0.72 -
Utg33254:351286-352590   -            435 1341at4891           -            616   1.6e-20   70.1   0.1   1   2   8.3e-19   2.1e-17   59.9   0.0   264   454    29   230    24   255 0.74 -
Utg33254:351286-352590   -            435 1341at4891           -            616   1.6e-20   70.1   0.1   2   2    0.0035     0.089    8.3   0.0   462   490   273   301   259   307 0.87 -
Utg33270:173500-174216   -            239 1341at4891           -            616   2.4e-20   69.6   0.0   1   1     1e-21   2.6e-20   69.5   0.0   262   445     1   196     1   239 0.67 -
Utg33280:1403347-1404153 -            269 1341at4891           -            616   4.1e-20   68.8   0.0   1   1   1.9e-21     5e-20   68.6   0.0   264   488    12   269     7   269 0.69 -
Utg33252:927856-928860   -            335 1341at4891           -            616   4.6e-20   68.7   0.8   1   1   4.1e-20   1.1e-18   64.2   0.8   297   490    93   334    58   335 0.65 -
Utg33286:190922-191863   -            314 1341at4891           -            616   8.8e-20   67.7   0.1   1   2   2.5e-18   6.4e-17   58.3   0.0   263   431    13   208     7   222 0.69 -
Utg33286:190922-191863   -            314 1341at4891           -            616   8.8e-20   67.7   0.1   2   2    0.0059      0.15    7.5   0.0   465   492   278   305   272   310 0.90 -
Utg33260:967219-968481   -            421 1341at4891           -            616   1.3e-19   67.1   0.3   1   1   3.3e-20   8.4e-19   64.5   0.3   256   499   111   403   101   409 0.69 -
Utg33286:12812-13711     -            300 1341at4891           -            616   1.9e-19   66.7   0.0   1   1   8.4e-21   2.2e-19   66.4   0.0   259   494    11   272     1   283 0.78 -
Utg33258:56883-57905     -            341 1341at4891           -            616   2.8e-19   66.1   0.1   1   1   1.4e-20   3.7e-19   65.7   0.1   298   494    88   322    16   329 0.69 -
Utg33286:546157-547038   -            294 1341at4891           -            616   3.2e-19   65.9   0.0   1   2   1.3e-19   3.3e-18   62.5   0.0   279   432    30   200     8   214 0.76 -
Utg33286:546157-547038   -            294 1341at4891           -            616   3.2e-19   65.9   0.0   2   2      0.47        12    1.2   0.0   465   491   266   292   259   294 0.92 -
Utg33272:710899-711759   -            287 1341at4891           -            616   3.3e-19   65.8   0.6   1   1   4.7e-20   1.2e-18   64.0   0.6   263   493     6   284     3   287 0.63 -
Utg33264:252289-254400   -            704 1341at4891           -            616   4.7e-19   65.3   0.0   1   1   3.6e-20   9.3e-19   64.4   0.0   303   491   132   337   125   340 0.74 -
Utg33280:1382624-1384513 -            630 1341at4891           -            616   5.2e-19   65.2   0.2   1   1     3e-20   7.7e-19   64.6   0.2   262   491    56   303    47   311 0.71 -
Utg33250:129916-130800   -            295 1341at4891           -            616   6.6e-19   64.9   0.0   1   2     7e-19   1.8e-17   60.1   0.0   264   435     9   199     4   208 0.79 -
Utg33250:129916-130800   -            295 1341at4891           -            616   6.6e-19   64.9   0.0   2   2      0.18       4.7    2.6   0.0   466   491   268   293   259   295 0.90 -
Utg33280:270643-272181   -            513 1341at4891           -            616   7.1e-19   64.7   0.2   1   2   1.2e-09     3e-08   29.6   0.2   341   376   303   338   241   341 0.79 -
Utg33280:270643-272181   -            513 1341at4891           -            616   7.1e-19   64.7   0.2   2   2   1.2e-10     3e-09   33.0   0.0   376   503   359   492   355   507 0.79 -
Utg33286:741521-742474   -            318 1341at4891           -            616   1.8e-18   63.4   0.0   1   1   8.8e-20   2.3e-18   63.1   0.0   285   491    49   278    36   283 0.74 -
Utg33274:506952-511379   -           1476 1341at4891           -            616   1.8e-18   63.4   0.0   1   1   1.2e-19     3e-18   62.7   0.0   258   508  1175  1463  1140  1473 0.64 -
Utg33250:465249-466331   -            361 1341at4891           -            616   3.3e-18   62.5   0.1   1   1   1.7e-19   4.5e-18   62.1   0.1   298   492   150   355   114   359 0.77 -
