#                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Utg33254:660161-662485 -            775 1760at4891           -            592         0 1010.7  16.8   1   3   2.2e-31     1e-28   97.2   0.2     1    92     2   110     2   116 0.88 -
Utg33254:660161-662485 -            775 1760at4891           -            592         0 1010.7  16.8   2   3   8.3e-17   3.7e-14   49.1   1.4    90   130   151   191   129   198 0.83 -
Utg33254:660161-662485 -            775 1760at4891           -            592         0 1010.7  16.8   3   3    1e-265  4.6e-263  871.1   2.8   126   592   234   775   210   775 0.91 -
Utg33286:611843-614377 -            845 1760at4891           -            592  6.4e-116  385.2   0.2   1   1  4.3e-118  1.9e-115  383.6   0.2   124   530   288   726   231   748 0.86 -
Utg33278:88072-90975   -            968 1760at4891           -            592  1.6e-115  383.9   7.7   1   3     0.079        35   -0.3   0.0    91   114   169   192   166   211 0.80 -
Utg33278:88072-90975   -            968 1760at4891           -            592  1.6e-115  383.9   7.7   2   3  1.9e-104  8.4e-102  338.6   2.2   138   438   243   566   230   569 0.88 -
Utg33278:88072-90975   -            968 1760at4891           -            592  1.6e-115  383.9   7.7   3   3   1.3e-14   5.7e-12   41.9   0.2   442   540   648   747   635   771 0.83 -
Utg33250:23257-26049   -            931 1760at4891           -            592    6e-115  382.0  13.9   1   4     0.003       1.3    4.4   0.9    41    82   237   280   178   290 0.79 -
Utg33250:23257-26049   -            931 1760at4891           -            592    6e-115  382.0  13.9   2   4      0.49   2.2e+02   -3.0   0.0    93   130   318   355   316   363 0.89 -
Utg33250:23257-26049   -            931 1760at4891           -            592    6e-115  382.0  13.9   3   4   8.1e-13   3.6e-10   36.0   0.0   122   205   369   452   365   474 0.80 -
Utg33250:23257-26049   -            931 1760at4891           -            592    6e-115  382.0  13.9   4   4  4.1e-107  1.8e-104  347.4   2.5   205   580   492   886   467   897 0.88 -
Utg33286:173382-175982 -            867 1760at4891           -            592  7.3e-112  371.8   8.7   1   2   4.4e-95     2e-92  307.6   0.7   121   441   363   706   204   714 0.91 -
Utg33286:173382-175982 -            867 1760at4891           -            592  7.3e-112  371.8   8.7   2   2   3.2e-20   1.4e-17   60.4   1.9   440   538   756   855   734   864 0.91 -
Utg33252:972008-975046 -           1013 1760at4891           -            592  1.4e-106  354.3   9.8   1   3      0.12        53   -0.9   0.2    11    88   104   197    96   205 0.63 -
Utg33252:972008-975046 -           1013 1760at4891           -            592  1.4e-106  354.3   9.8   2   3   1.8e-08   7.8e-06   21.6   0.0   133   190   344   401   272   411 0.87 -
Utg33252:972008-975046 -           1013 1760at4891           -            592  1.4e-106  354.3   9.8   3   3  3.3e-103  1.5e-100  334.4   2.3   209   536   505   843   489   855 0.93 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/1760at4891.hmm
# Target file:     /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRRoutput.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/run_saccharomycetes_odb10/hmmer_output/initial_run_results/1760at4891.out --cpu 1 /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/1760at4891.hmm /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRRoutput.fasta.modified.fas 
# Current dir:     /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco
# Date:            Fri Feb 24 12:02:18 2023
# [ok]
