#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Utg33280:1115644-1116435 -            264 33397at4891          -            259   9.6e-83  274.8   0.2   1   1     9e-85   1.1e-82  274.6   0.2    20   253    15   264     2   264 0.89 -
Utg33278:163847-165406   -            520 33397at4891          -            259     2e-07   28.0   0.2   1   2      0.27        33    1.0   2.7     8    80    20    94    13   102 0.73 -
Utg33278:163847-165406   -            520 33397at4891          -            259     2e-07   28.0   0.2   2   2   1.6e-09     2e-07   28.0   0.2    76   151   273   347   249   354 0.80 -
Utg33264:302705-304186   -            494 33397at4891          -            259   9.9e-06   22.4   0.5   1   2   4.8e-07   5.9e-05   19.9   0.0    71   107   230   266   167   298 0.73 -
Utg33264:302705-304186   -            494 33397at4891          -            259   9.9e-06   22.4   0.5   2   2      0.53        65    0.1   0.1   197   243   359   403   341   422 0.63 -
Utg33264:431168-432220   -            351 33397at4891          -            259   1.2e-05   22.1   0.5   1   1   2.6e-07   3.1e-05   20.8   0.5    88   149   144   219   140   226 0.77 -
Utg33258:223639-224568   -            310 33397at4891          -            259   3.2e-05   20.7   0.0   1   1   6.9e-07   8.3e-05   19.4   0.0    85   164    31   119    13   127 0.77 -
Utg33260:447069-449246   -            726 33397at4891          -            259   3.5e-05   20.6   0.1   1   3       8.8   1.1e+03   -3.9   0.3    12    34    49    71    31   101 0.59 -
Utg33260:447069-449246   -            726 33397at4891          -            259   3.5e-05   20.6   0.1   2   3   2.9e-07   3.5e-05   20.6   0.1    86   120   273   307   198   312 0.72 -
Utg33260:447069-449246   -            726 33397at4891          -            259   3.5e-05   20.6   0.1   3   3       2.4     3e+02   -2.1   0.0    46    60   454   468   410   501 0.48 -
Utg33252:239417-240520   -            368 33397at4891          -            259   6.5e-05   19.7   0.2   1   2   2.1e-06   0.00026   17.7   0.0    85   157    65   135    56   166 0.82 -
Utg33252:239417-240520   -            368 33397at4891          -            259   6.5e-05   19.7   0.2   2   2       1.1   1.4e+02   -1.0   0.1   190   217   240   266   217   276 0.68 -
Utg33264:523184-523699   -            172 33397at4891          -            259   0.00012   18.8   0.1   1   2   1.2e-05    0.0015   15.3   0.0    87   111     7    31     3    39 0.86 -
Utg33264:523184-523699   -            172 33397at4891          -            259   0.00012   18.8   0.1   2   2      0.17        21    1.7   0.0   197   214   115   132    82   171 0.68 -
Utg33252:776414-778291   -            626 33397at4891          -            259   0.00064   16.5   0.2   1   1   1.1e-05    0.0014   15.3   0.1    82   143   335   390   268   406 0.85 -
Utg33274:170154-170996   -            281 33397at4891          -            259    0.0019   14.9   0.5   1   3      0.01       1.2    5.7   0.0    86   107     9    30     5    39 0.86 -
Utg33274:170154-170996   -            281 33397at4891          -            259    0.0019   14.9   0.5   2   3      0.01       1.2    5.7   0.0   135   162    68    96    66   102 0.73 -
Utg33274:170154-170996   -            281 33397at4891          -            259    0.0019   14.9   0.5   3   3      0.72        88   -0.4   0.0   170   208   124   165   118   206 0.73 -
Utg33284:604351-606174   -            608 33397at4891          -            259    0.0022   14.7   0.0   1   1     5e-05     0.006   13.3   0.0    85   118   168   201   134   211 0.70 -
Utg33272:722032-723987   -            475 33397at4891          -            259    0.0033   14.1   0.0   1   1   5.5e-05    0.0067   13.1   0.0    80   143   312   369   274   376 0.80 -
Utg33284:168892-169620   -            243 33397at4891          -            259    0.0034   14.1   1.2   1   2   4.7e-05    0.0057   13.3   0.1    73   109    28    64    16   135 0.88 -
Utg33284:168892-169620   -            243 33397at4891          -            259    0.0034   14.1   1.2   2   2       1.6     2e+02   -1.5   0.1     4    36   176   204   167   235 0.57 -
Utg33286:572621-575146   -            842 33397at4891          -            259    0.0042   13.8   4.4   1   3   0.00014     0.018   11.7   0.2    70   107   161   198    90   208 0.81 -
Utg33286:572621-575146   -            842 33397at4891          -            259    0.0042   13.8   4.4   2   3     0.087        11    2.6   0.1   136   217   296   374   269   387 0.73 -
Utg33286:572621-575146   -            842 33397at4891          -            259    0.0042   13.8   4.4   3   3       4.9     6e+02   -3.1   0.0   218   258   758   799   754   800 0.66 -
Utg33262:339423-340628   -            402 33397at4891          -            259    0.0047   13.6   0.0   1   2   0.00014     0.017   11.8   0.0    85   150    35   107    17   122 0.79 -
Utg33262:339423-340628   -            402 33397at4891          -            259    0.0047   13.6   0.0   2   2       4.1     5e+02   -2.9   0.0   187   214   165   198   147   208 0.62 -
Utg33280:874438-875394   -            319 33397at4891          -            259    0.0048   13.6   0.2   1   3   0.00034     0.041   10.5   0.0    86   106    12    32     4    43 0.88 -
Utg33280:874438-875394   -            319 33397at4891          -            259    0.0048   13.6   0.2   2   3      0.93   1.1e+02   -0.7   0.0   137   163    96   123    94   130 0.80 -
Utg33280:874438-875394   -            319 33397at4891          -            259    0.0048   13.6   0.2   3   3         3   3.7e+02   -2.4   0.1   170   210   150   197   148   213 0.66 -
Utg33250:483424-483963   -            180 33397at4891          -            259    0.0089   12.7   0.0   1   2    0.0002     0.025   11.3   0.0    81   106    11    36     5    51 0.83 -
Utg33250:483424-483963   -            180 33397at4891          -            259    0.0089   12.7   0.0   2   2       1.7   2.1e+02   -1.6   0.0   191   205   113   127    95   145 0.58 -
