#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Utg33250:321626-322945  -            440 18822at4891          -            278  4.5e-147  486.1  12.6   1   3   2.1e-18   1.1e-15   55.1   4.0     3    47     6    50     4    64 0.82 -
Utg33250:321626-322945  -            440 18822at4891          -            278  4.5e-147  486.1  12.6   2   3     3e-11   1.6e-08   31.6   0.1    32    72   107   147    96   162 0.89 -
Utg33250:321626-322945  -            440 18822at4891          -            278  4.5e-147  486.1  12.6   3   3  8.7e-125  4.7e-122  404.0   0.2    66   278   221   440   207   440 0.96 -
Utg33286:690276-691766  -            497 18822at4891          -            278   1.1e-34  117.5  10.5   1   3   5.4e-10   2.9e-07   27.5   4.3     1    41     1    41     1    50 0.92 -
Utg33286:690276-691766  -            497 18822at4891          -            278   1.1e-34  117.5  10.5   2   3      0.92   4.9e+02   -2.8   0.0    41    60   102   121    95   131 0.80 -
Utg33286:690276-691766  -            497 18822at4891          -            278   1.1e-34  117.5  10.5   3   3   4.3e-30   2.3e-27   93.4   0.2   106   278   316   496   278   496 0.87 -
Utg33274:527782-529596  -            605 18822at4891          -            278     5e-29   98.9  14.2   1   3   3.2e-13   1.7e-10   38.1   1.1     2    43     4    45     3   116 0.88 -
Utg33274:527782-529596  -            605 18822at4891          -            278     5e-29   98.9  14.2   2   3   1.7e-12   9.1e-10   35.7   2.3   134   259   425   559   352   561 0.81 -
Utg33274:527782-529596  -            605 18822at4891          -            278     5e-29   98.9  14.2   3   3   6.3e-11   3.4e-08   30.5   0.2   230   278   556   605   538   605 0.88 -
Utg33254:999133-1001700 -            856 18822at4891          -            278    0.0039   13.9   2.6   1   1   1.6e-05    0.0087   12.8   2.6     3   108     1   111     1   127 0.67 -
Utg33282:215982-216599  -            206 18822at4891          -            278    0.0041   13.9   0.2   1   1   1.1e-05    0.0059   13.3   0.2    26   104   112   189   100   194 0.90 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/18822at4891.hmm
# Target file:     /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRRoutput.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/run_saccharomycetes_odb10/hmmer_output/initial_run_results/18822at4891.out --cpu 1 /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/18822at4891.hmm /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco/busco_output/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRRoutput.fasta.modified.fas 
# Current dir:     /home/inf-34-2022/Documents/BINP29/DeNovo_LongReads/Busco
# Date:            Fri Feb 24 12:02:22 2023
# [ok]
