#                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Utg33280:94001-94900   -            300 22304at4891          -            256  1.8e-143  473.4   3.0   1   1  6.9e-145  5.4e-143  471.9   3.0     1   256     5   298     5   298 0.93 -
Utg33260:730448-731359 -            304 22304at4891          -            256   7.7e-20   68.3   1.0   1   2     2e-07   1.6e-05   21.4   0.0   173   255    13   109     9   110 0.78 -
Utg33260:730448-731359 -            304 22304at4891          -            256   7.7e-20   68.3   1.0   2   2   1.1e-14   8.8e-13   45.2   0.3    82   237   109   284    99   302 0.74 -
Utg33274:135985-136944 -            320 22304at4891          -            256   1.5e-19   67.3   0.9   1   1   1.2e-20   9.3e-19   64.8   0.9     7   245     9   295     2   305 0.66 -
Utg33250:323369-324265 -            299 22304at4891          -            256   5.6e-19   65.5   1.8   1   3   1.1e-06   8.3e-05   19.0   0.1   178   254     7   100     1   102 0.68 -
Utg33250:323369-324265 -            299 22304at4891          -            256   5.6e-19   65.5   1.8   2   3     2e-06   0.00016   18.1   0.1   179   229   116   171   101   176 0.81 -
Utg33250:323369-324265 -            299 22304at4891          -            256   5.6e-19   65.5   1.8   3   3   2.3e-07   1.8e-05   21.2   0.0   173   236   206   274   197   291 0.85 -
Utg33286:593723-594853 -            377 22304at4891          -            256   7.4e-18   61.8   0.4   1   4    0.0005      0.04   10.3   0.0   174   208    55    89    49   101 0.86 -
Utg33286:593723-594853 -            377 22304at4891          -            256   7.4e-18   61.8   0.4   2   4   1.4e-05    0.0011   15.3   0.1   199   240   110   152    99   168 0.82 -
Utg33286:593723-594853 -            377 22304at4891          -            256   7.4e-18   61.8   0.4   3   4   2.8e-05    0.0022   14.3   0.0   184   232   188   244   172   253 0.79 -
Utg33286:593723-594853 -            377 22304at4891          -            256   7.4e-18   61.8   0.4   4   4   4.5e-06   0.00035   17.0   0.0   184   243   301   367   278   376 0.74 -
Utg33286:435854-436711 -            286 22304at4891          -            256   1.1e-17   61.2   0.2   1   2   5.2e-10   4.1e-08   29.9   0.1   180   252     4    77     1    80 0.86 -
Utg33286:435854-436711 -            286 22304at4891          -            256   1.1e-17   61.2   0.2   2   2   5.4e-09   4.2e-07   26.5   0.0   109   236   123   271   116   284 0.65 -
Utg33250:19448-22150   -            901 22304at4891          -            256   4.7e-17   59.2   0.6   1   3       6.8   5.3e+02   -3.3   0.0   205   227   241   263   238   276 0.78 -
